pos,bib,name,team,category,rank,nationality,time,timediff,La Charme,Saint-Gervais,Les Contamines,La Balme,Refuge Croix du Bonhomme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Fouly,Champex Lac,Bovine,Trient,Catogne,Vallorcine,Argentière,Chamonix - Arrivée,la charme_pos,saint-gervais_pos,les contamines_pos,la balme_pos,refuge croix du bonhomme_pos,les chapieux ccas_pos,col de la seigne_pos,refuge elisabetta_pos,col chécrouit - maison vieille_pos,courmayeur - dolonne_pos,refuge bertone_pos,refuge bonatti_pos,arnuva_pos,grand col ferret_pos,la fouly_pos,champex lac_pos,bovine_pos,trient_pos,catogne_pos,vallorcine_pos,argentière_pos,chamonix - arrivée_pos
566,504,MICHELETTI Luciano,RUNNERS BERGAMO,V2 H,567,IT,37:55:17,16:23:19.000000,2556,3492,5851,7397,,10746,14510,13881,16871,17670,21219,22595,24219,26580,32524,36848,43570,47276,,54680,57030,58999,629,2015,666,598,-1,2047,1404,1661,436,477,370,451,582,1331,492,660,530,528,-1,501,550,567
567,796,CATTANEO Marco,RUNNERS BERGAMO,V1 H,567,IT,37:55:17,16:23:19.000000,2558,3492,5856,7399,,10749,,13884,16873,17676,21187,22588,24221,26583,31028,34789,42006,44514,,53273,57031,58999,2160,351,624,818,-1,351,-1,369,474,458,626,452,661,1330,662,738,513,622,-1,621,614,568
568,3149,FOIADELLI Elio,RUNNERS BERGAMO,V1 H,567,IT,37:55:17,16:23:19.000000,2603,3405,5856,7429,,10859,14610,14680,17235,17678,21245,23033,24669,26650,31026,34782,41999,44514,,53273,57245,58999,2006,710,345,576,-1,769,492,443,425,282,297,783,1330,565,489,739,502,443,-1,541,603,569
569,1942,FINISTRE Gerard,,V2 H,570,FR,37:56:18,16:24:20.000000,1880,2626,4486,5589,,10726,15340,14970,17903,19187,26676,28237,29719,31938,33711,36604,45437,48464,,54448,56961,59060,792,859,578,1493,-1,427,477,489,613,291,286,1485,783,585,421,357,573,639,-1,556,635,570
570,2043,FONTAINE Anne Cécile,PEROLS FOOTING,SE F,571,FR,37:57:27,16:25:29.000000,2916,4209,6514,8390,,12060,15764,15604,17925,18712,21539,23328,24843,26568,29260,34419,42102,45891,,52897,55973,59129,122,187,537,2075,-1,1804,290,360,370,262,284,514,1329,387,411,358,608,636,-1,555,549,572
571,2238,FONTAINE Emmanuel,PEROLS FOOTING,SE H,571,FR,37:57:27,16:25:29.000000,3304,4376,6969,8770,,13126,16864,16305,18580,19093,21542,23318,24844,26408,28902,34415,42105,45888,,52886,55958,59129,1796,1489,755,407,-1,1012,262,343,369,1650,661,625,296,351,473,1491,622,653,-1,532,500,571
572,2178,CHESNOY Philippe,EXTRA PEDESTRE QUERCYNOIX,V2 H,573,Fr,37:57:33,16:25:35.000000,3243,4760,7668,9709,,14176,18101,17928,20471,21488,24528,26272,28004,30259,32594,37233,44544,48060,,54110,56982,59135,828,538,2129,1645,-1,154,1384,1486,224,411,404,520,491,520,565,520,610,654,-1,540,611,573
573,936,HUE Alain,ARAVO,V3 H,574,FR,37:58:07,16:26:09.000000,2447,3832,6881,9772,,14520,19256,18534,21165,23488,25636,27176,31021,32887,35150,39202,47177,49987,,56222,57789,59169,2080,764,738,658,-1,542,628,349,504,369,633,554,505,626,311,508,600,638,-1,623,516,574
574,319,ESCOFFIER Thierry,SMEA RACING,V2 H,575,FR,37:58:24,16:26:26.000000,2811,4107,6842,9265,,13062,16749,16495,19229,22026,23454,25577,27413,29439,31876,37052,43921,47182,,53583,56004,59186,314,583,219,1494,-1,999,847,677,427,592,434,661,765,664,742,476,599,628,-1,949,577,575
575,2262,FARANO Jérôme,LA GAMBADE ROCHEFORTAISE,V1 H,576,FR,37:58:58,16:27:00.000000,1613,2255,3948,5727,,8808,,12081,15186,16171,21093,23371,24657,27110,35256,39043,45086,48056,,53929,56421,59220,693,238,472,682,-1,473,-1,626,706,370,433,550,483,354,610,585,738,600,-1,469,545,576
576,2556,TOUFFET Frédéric,,V1 H,576,FR,37:58:58,16:27:00.000000,3350,4777,7796,9433,,13226,17471,16989,19131,19911,23160,24409,25925,27910,30275,34735,46151,48590,,54627,56770,59220,414,1844,654,824,-1,314,265,476,566,305,489,425,1494,385,388,403,739,599,-1,617,610,577
577,103,LINDER James,FFA,V1 H,578,CH,37:59:40,16:27:42.000000,2735,3349,5416,6965,,9046,12158,11553,13214,13687,15896,16575,17497,19591,20674,24052,33613,35691,,47322,55053,59262,612,326,689,960,-1,757,221,660,567,361,766,560,513,465,583,544,535,626,-1,610,551,578
578,2301,BLANC Patrice,JOGGING  JONAGE,V1 H,579,FR,38:00:01,16:28:03.000000,2237,3098,5225,7372,,11912,16820,16478,18949,20053,23899,25642,28224,30374,33797,38431,46147,49222,,55510,58225,59283,596,1678,442,308,-1,1793,596,531,1762,740,614,495,363,656,512,602,619,609,-1,574,634,579
579,3754,PIRON GREGORY,FLASH SPORT,SE H,579,FR,38:00:01,16:28:03.000000,3249,4404,6791,8768,,12873,17211,16993,19300,20061,25456,27156,29055,31197,33757,38246,47097,50335,,56052,58518,59283,341,625,2044,908,-1,911,1546,1512,591,331,276,458,549,445,604,455,609,610,-1,554,570,580
580,3748,LE NABAT Pascal,,V1 H,581,FR,38:00:15,16:28:17.000000,2267,2950,4985,8358,,11299,15612,15310,17759,18131,23029,26018,27370,31778,33476,36790,47875,50585,,56294,58147,59297,352,693,998,2147,-1,1581,1411,654,291,661,662,1494,421,1498,493,626,571,534,-1,498,542,581
581,2013,DUCREY Norbert,AMPHENOL SOCAPEX,V2 H,582,FR,38:00:47,16:28:49.000000,2947,4529,7296,9467,,13427,17699,17630,20393,21267,25195,27268,28813,31811,34797,39799,48629,51177,,55785,57501,59329,107,1654,586,2074,-1,506,284,541,674,1792,1109,603,275,399,577,462,534,532,-1,511,622,582
582,2743,GUIGNOT Martin,EASQY,SE H,583,FR,38:01:48,16:29:50.000000,2304,3126,5423,7103,,10909,14551,14147,16130,17745,21104,22769,24889,27173,30131,34631,43258,46841,,52919,55595,59390,895,1826,531,519,-1,570,488,1788,400,532,380,572,339,741,592,557,532,673,-1,513,573,583
583,3192,BALLOTTI Jean Claude,CSMS LA SEYNE,V1 H,584,FR,38:02:06,16:30:08.000000,3881,5147,8121,11334,,16262,21651,20670,23109,23834,26867,28924,31005,32690,34127,38151,45545,48620,,55391,57949,59408,1795,942,262,294,-1,1336,308,351,977,1490,345,571,417,526,1496,909,555,590,-1,601,643,584
584,416,RUCHON Jean-Yves,CAVAL PERTUIS,V1 H,585,FR,38:02:35,16:30:37.000000,2878,3829,5972,7517,,11556,16036,15541,17974,18688,22731,24688,25886,27456,29294,34762,43826,47103,,53010,55752,59437,136,1812,706,1800,-1,434,1126,435,753,422,554,1495,361,524,386,817,554,475,-1,600,567,585
585,2725,MICHEL Vincent,CAVAL,V1 H,586,FR,38:02:38,16:30:40.000000,2789,3793,6030,8155,,11617,16058,15858,18825,20031,24415,26324,28190,30118,32803,37473,43824,47103,,53004,55754,59440,234,894,688,608,-1,567,373,282,640,433,550,613,565,766,820,556,590,555,-1,575,568,586
586,3213,VERCUEIL Julien,,SE H,586,FR,38:02:38,16:30:40.000000,2418,3345,5296,7242,,11314,15476,15059,17648,18780,22161,24119,26090,28149,30847,35081,46787,49524,,55817,57600,59440,690,2187,782,286,-1,396,1120,825,422,757,522,515,625,546,615,464,605,554,-1,654,621,587
587,3537,BOHLER Theresia,,V1 F,588,DE,38:02:46,16:30:48.000000,2433,3856,6574,8484,,13852,,17356,19866,21032,23727,24873,26631,28730,31772,36934,44958,48769,,55393,58264,59448,396,1474,391,630,-1,568,-1,1999,477,318,419,492,400,614,1498,547,604,619,-1,655,601,588
588,3272,MONNOT Benoit,PASS'RUNNING,V1 H,589,FR,38:04:32,16:32:34.000000,3681,5222,8633,11493,,16254,,20096,22161,23002,27760,29269,30797,32693,35335,39583,46521,49670,,55806,57931,59554,639,615,962,266,-1,591,-1,387,514,781,420,576,519,256,1580,437,628,518,-1,535,602,589
589,3704,DE BRUIN Bas,THE NORTH FACE HOLLAND,SE H,590,NL,38:05:24,16:33:26.000000,1688,2918,4856,6490,,10762,15641,15285,17383,19198,21947,22781,23942,25706,29048,32438,48413,50812,,56454,58586,59606,538,1786,462,413,-1,590,409,614,361,307,416,269,603,467,511,763,626,539,-1,548,1309,590
590,3705,VALENT Linda,THE NORTH FACE HOLLAND,SE F,590,NL,38:05:24,16:33:26.000000,1684,2916,4849,6483,,10755,15635,15283,17380,19199,21945,22778,23934,25702,29046,32444,48411,50804,,56451,58581,59606,258,618,659,1577,-1,402,518,709,458,615,704,337,389,648,841,453,462,531,-1,611,618,591
591,2515,GIRARD Renaud,MARCELLY AVENTURE,SE H,592,FR,38:05:33,16:33:35.000000,2758,4089,6306,7961,,11005,14809,14506,16902,17863,22360,23742,25436,28051,30291,36431,44607,47781,,57434,58812,59615,418,234,298,719,-1,655,246,424,307,219,305,522,740,261,638,518,499,723,-1,613,624,592
592,1925,TEMPLIER Sylvain,POMPIER PONTCHARRA (38),SE H,593,FR,38:05:51,16:33:53.000000,3444,4908,7308,8758,,13227,17694,17489,21256,23279,26793,28704,30503,32168,35153,38532,47302,49705,,54759,57436,59633,935,145,114,1471,-1,429,735,1789,305,217,307,765,721,433,522,554,444,492,-1,534,569,594
593,2128,LAMURE Raphael,ASCEA CADARACHE,SE H,593,FR,38:05:51,16:33:53.000000,3445,4915,7309,8778,,13597,,17491,21258,23754,26789,28721,30504,32170,35156,38547,47308,49714,,54760,57438,59633,161,910,1558,167,-1,388,-1,475,356,218,445,703,564,655,359,513,494,574,-1,572,539,595
594,3133,SACHELLO Michel,,V3 H,593,Fr,38:05:51,16:33:53.000000,3443,4859,7307,8772,,13763,17674,17498,21687,23757,26812,28732,30501,32511,36056,40632,47306,49704,,54759,57435,59633,625,116,766,837,-1,615,1753,591,641,306,591,614,262,615,360,638,469,500,-1,561,552,593
595,389,BALIZET Bernard,MONTBELIARD TRIATHLON,V2 H,596,FR,38:05:55,16:33:57.000000,2158,2954,5495,7531,,11363,15777,15811,18548,19307,24113,26617,28388,31000,33894,39842,47196,49879,,55783,57602,59637,1679,242,368,1333,-1,710,532,451,411,1577,590,1108,613,711,656,391,630,469,-1,674,553,596
596,2774,O HAGAN Desmond,NORTHERN IRELAND MOUNTAIN RUNNING ASSOCIATION,V2 H,597,IE,38:08:09,16:36:11.000000,2852,4093,6527,8519,,13617,,18379,,23573,25587,,31137,32886,35897,40571,47216,50152,,55534,58328,59771,1193,666,635,245,-1,443,-1,780,-1,504,842,-1,757,758,655,1492,500,571,-1,606,684,597
597,2814,PELOSSE Max-Olivier,,SE H,598,FR,38:08:20,16:36:22.000000,2801,4302,7248,9060,,13487,18165,19075,21514,24555,26728,28986,30681,32830,35649,39747,48065,51191,,57355,59239,59782,757,435,369,721,-1,308,435,346,329,703,1330,825,444,841,622,1493,458,630,-1,605,595,598
598,3049,FIETZ Thomas,VFL DRESDEN-BUHLAU,V1 H,599,DE,38:08:42,16:36:44.000000,2846,4259,6762,9264,,14105,18706,18435,21541,23599,26779,28786,31101,32604,35197,39200,46954,50533,,55440,58265,59804,473,1811,360,1780,-1,610,618,1624,1455,1793,1579,1578,1108,749,310,608,645,738,-1,609,593,599
599,2011,PIVERT Jean-Baptiste,TRI.CLUB ISSY LES MOULINEAUX,V1 H,600,FR,38:09:42,16:37:44.000000,2049,2986,4801,6960,,10443,15757,15724,18938,19799,25500,27910,29810,31594,34037,39164,50188,52999,,57646,59622,59864,319,684,617,391,-1,411,376,309,652,581,458,445,1495,512,322,624,586,739,-1,620,594,600
600,269,JUDA Martina,ULTRARUN SUDTIROL,SE F,601,CZ,38:09:50,16:37:52.000000,2785,4010,6300,8347,,12541,16905,16594,19197,20275,23694,25426,27384,29758,32114,36727,44043,47597,,53919,57050,59872,220,1026,692,162,-1,1727,340,485,1747,643,506,757,591,431,711,531,528,603,-1,569,609,601
601,354,MATTHYS Ignace,DWARS DOOR BRAKEL,V1 H,601,BE,38:09:50,16:37:52.000000,2440,3830,6435,8190,,12386,16481,16161,18545,19493,22717,25428,27388,29760,32118,36721,44040,47596,,53917,57052,59872,607,1028,1485,1801,-1,261,816,641,449,654,452,364,335,577,335,636,574,411,-1,544,608,602
