pos,bib,name,team,category,rank,nationality,time,timediff,Delev,StGer,Conta,Balme,Bonhom,Chapieu,Seigne,Combal,MtFavre,Checrou,Courm,Bertone,Bonatti,Arnuva,GdColF,Fouly,Champex,Bovine,Trient,Catogne,Vallo,TaVents,Flégère,Arrivé,delev_pos,stger_pos,conta_pos,balme_pos,bonhom_pos,chapieu_pos,seigne_pos,combal_pos,mtfavre_pos,checrou_pos,courm_pos,bertone_pos,bonatti_pos,arnuva_pos,gdcolf_pos,fouly_pos,champex_pos,bovine_pos,trient_pos,catogne_pos,vallo_pos,tavents_pos,flégère_pos,arrivé_pos
443,3776,ROSSIER Jean-Pierre,,V3 H,444,CH,36:34:04,15:59:07,1985,3046,5722,7646,9474,10561,,15564,17411,18770,20268,23414,25319,26895,28947,31028,35958,40595,43977,48064,50439,54997,56240,57547,202,1866,159,362,335,149,-1,1687,197,799,1842,196,515,393,592,333,569,371,483,407,417,421,442,444
444,4802,ANNEX Jean-Luc,UAC SAVENAY,V1 H,445,FR,36:34:34,15:59:37,2433,3321,5719,7522,9129,10216,,14798,16657,17651,19015,23578,25181,26722,29179,31370,36246,40600,43339,46189,48310,53178,54996,57577,2056,66,120,267,497,261,-1,1908,452,827,341,379,714,348,488,447,354,362,407,532,430,445,443,445
445,2868,WATTON Darryl,,V1 H,446,GB,36:34:45,15:59:48,2995,5065,7664,9668,11969,13506,,18410,20408,21808,23151,25816,27213,28378,29908,31697,35946,40400,42946,45891,47944,52974,54703,57588,627,1772,2355,2189,390,197,-1,208,752,266,603,311,347,527,333,384,290,399,370,365,469,434,435,447
446,3187,ELLIS Simon,TATTENHALL,V1 H,446,GB,36:34:45,15:59:48,2010,2795,5399,7347,8879,10191,,14681,16352,17408,18794,23453,24852,25902,28625,30224,35980,40388,42879,46050,47938,52974,54707,57588,545,2206,1763,318,362,469,-1,792,2039,515,457,307,311,311,371,378,362,411,413,575,471,443,450,446
447,4456,SYKES David,Kendal AC,V1 H,448,GB,36:34:46,15:59:49,2573,3684,6615,8290,9816,10898,,14683,16354,17404,18799,23455,24816,25904,28622,30345,36096,40394,42960,46478,47935,52964,54710,57589,183,306,278,490,2051,888,-1,425,341,313,1736,329,405,398,430,491,389,471,421,445,438,424,445,448
448,3932,CASAL FERNANDEZ Francisco,,SE H,449,ES,36:34:53,15:59:56,3501,5078,8312,10725,13160,14684,,19911,22366,23591,24724,27880,30031,31222,33351,35560,39569,43441,46255,49374,51298,54108,55661,57596,1440,254,475,315,617,607,-1,414,457,203,303,412,1831,1710,533,533,1048,491,355,480,533,418,415,449
449,641,BEUGNOT Alexis,RAID DEFI POMPIERS BESANCON,SE H,450,FR,36:35:11,16:00:14,2020,2931,5465,7434,9198,10489,,15104,17280,18176,19885,23803,25295,26785,28545,31452,36520,40310,42883,45511,48940,53538,54994,57614,336,742,464,183,425,489,-1,331,331,241,517,426,307,391,361,468,429,425,396,470,425,442,416,450
450,4692,KRUSEC Tadeja,AK SLJEME,SE F,451,HR,36:35:32,16:00:35,2731,3742,5928,8277,10202,11190,,16539,18780,20081,21408,25763,27806,30914,33067,35050,39839,43946,46705,49962,52686,54907,56140,57635,355,464,1769,467,468,327,-1,1834,801,432,433,206,435,539,417,448,369,490,365,424,487,415,439,451
451,4509,GIRGIN Serkan,ORDOS,SE H,452,TR,36:35:53,16:00:56,1748,2329,3772,5308,6475,7157,,11243,15004,16444,21510,25419,27274,28842,31337,34205,39615,44091,46381,49446,51112,54108,55657,57656,211,198,202,616,187,182,-1,391,433,341,2039,533,330,425,378,340,382,374,452,567,481,416,418,452
452,4069,BUGIANESI Franck,SAINT-MALO SPORTS LOISIRS,V1 H,453,FR,36:37:35,16:02:38,2590,3733,6090,7663,9299,10107,,15073,17808,19210,20525,23540,,26796,29882,32722,37318,41641,44594,48231,50516,54103,55654,57758,486,1764,154,1182,1197,250,-1,475,285,303,324,391,-1,390,422,411,381,435,431,437,445,439,475,453
453,4180,ISHIBA Kiyoshi,TEAM PIREKICHI,SE H,454,JP,36:38:23,16:03:26,2097,2814,4538,6035,7414,8606,,12470,13794,14628,16047,19954,21659,22769,24111,26359,31327,42657,45095,48357,50178,54101,55648,57806,601,425,368,425,728,430,-1,491,343,331,340,318,602,427,265,527,425,358,427,446,411,498,488,454
454,4569,ONOKI Jun,ONOKI IIN,V2 H,455,JP,36:38:48,16:03:51,1912,2696,4283,5546,7203,8406,,12190,13858,14718,15836,18777,21037,21905,23663,25532,29765,33848,37388,42548,45710,52366,54587,57831,756,367,607,2014,259,187,-1,184,1736,2035,561,422,1893,417,425,422,729,421,356,444,421,532,436,455
455,3446,STOWELL Callum,,SE H,456,NZ,36:41:50,16:06:53,1933,2740,4357,5771,7827,8834,,12014,13297,14764,16658,19438,21844,23997,25662,28545,34801,39092,42272,45110,47721,52952,54913,58013,492,210,469,260,1768,1845,-1,197,506,456,262,309,410,533,255,437,491,440,430,360,490,533,468,456
456,487,PIGEAULT Jean-Luc,,V2 H,457,FR,36:41:54,16:06:57,1854,2699,5466,7315,8761,9579,,13384,15062,16311,17577,23192,25363,26899,28982,30771,35597,40602,42987,47242,49433,53691,55640,58017,606,229,191,249,322,963,-1,404,426,240,320,169,481,950,363,363,350,390,466,420,483,469,469,457
457,2576,OSZACZKI Geza,MSTSZ,SE H,458,HU,36:42:08,16:07:11,3225,4625,7538,9971,12177,13445,,19033,21102,22365,23529,26932,29401,31628,34067,36470,41423,44636,46203,49232,51305,54121,55706,58031,457,600,1870,174,429,391,-1,364,317,1834,196,729,386,333,384,388,349,450,565,410,450,468,532,458
458,4721,BODARD Roger,,V1 H,459,FR,36:42:21,16:07:24,2893,4392,7457,9118,10906,12324,,16526,18549,20058,21212,26977,29399,30861,33143,35054,39647,42872,45319,48152,49932,54112,56083,58044,2354,183,1003,416,416,1710,-1,386,561,207,301,160,589,247,804,409,390,400,386,489,410,463,533,459
459,3277,CEUPPENS Geert,AC DUFFEL,V1 H,460,BE,36:43:53,16:08:56,2348,3205,5453,7556,9660,10746,,15431,17616,18969,20597,24956,26818,28201,29997,32359,36664,41410,44322,48094,50329,54934,56403,58136,2426,1768,1762,481,1183,277,-1,973,328,169,298,618,383,532,473,394,371,434,487,447,409,450,473,460
460,667,NG Janet,,V1 F,461,CN,36:43:55,16:08:58,1590,2315,4040,5758,7608,9158,,14863,16749,18655,20706,23388,26188,27693,30022,33528,38644,42673,45129,48242,50317,54690,56423,58138,2212,491,465,225,277,1184,-1,303,266,204,241,636,388,951,437,306,335,447,417,413,407,473,463,461
461,911,GUERY Christophe,,V1 H,462,FR,36:46:15,16:11:18,2774,3942,7691,10138,12120,13273,,18270,20406,21934,23081,27103,29347,30755,33124,36022,40186,44354,46890,49457,51704,55025,56254,58278,232,101,1764,1707,326,1765,-1,277,404,451,313,616,356,361,306,1842,417,448,486,406,414,457,457,462
462,2954,TANIKI Masamitsu,,V1 H,463,JP,36:46:18,16:11:21,3107,4735,7591,9230,10901,12474,,16887,18510,19717,20985,25580,27676,29270,31348,33833,37552,41951,44690,47610,49745,53474,55635,58281,716,485,615,231,1844,729,-1,241,203,750,2017,300,520,260,636,373,473,446,443,409,395,517,464,463
463,3536,PLANTEFEVE Gaetan,,V1 H,464,FR,36:46:31,16:11:34,1489,2183,4823,7291,8865,9869,,14596,16932,18048,19382,23379,25749,28076,29915,32552,37032,42156,44721,48380,50343,54095,55642,58294,1709,133,344,496,1691,1838,-1,134,307,426,618,425,160,468,468,804,293,302,446,408,435,406,471,464
464,2534,BOYER Romain,,SE H,465,FR,36:47:23,16:12:26,2028,2646,4864,6243,7657,8435,,12485,14978,16021,17175,21932,23458,24895,30282,32012,40245,45163,46709,49752,51701,55261,56701,58346,368,544,226,1777,606,559,-1,576,443,1838,443,388,519,804,435,473,457,438,398,411,412,483,454,465
465,2760,CHERVAZ Gilles,CA DENTS-DU-MIDI,SE H,466,CH,36:48:00,16:13:03,2903,4238,7567,,11599,12982,,17853,19932,21239,22475,26338,28272,29799,31856,33585,37377,41913,44451,48383,50516,54133,55750,58383,481,737,2356,-1,488,200,-1,266,829,262,348,435,332,1154,403,457,435,360,442,726,434,467,453,466
466,3899,MANTA Roland,,V1 H,467,CH,36:48:03,16:13:06,2841,4043,8025,10100,12080,13361,,18267,19999,21099,22074,25769,27537,28727,30653,32795,36816,41700,43783,47768,49784,53922,55744,58386,152,251,323,1867,482,342,-1,412,262,307,793,330,812,371,532,284,468,369,362,516,387,481,452,467
467,2879,SMIRNOV Sergueï,VALMO,SE H,468,RU,36:48:56,16:13:59,1038,1512,3942,5772,7006,7812,,11910,13515,14430,15852,21852,24246,25819,28484,30331,35617,40976,43600,47174,49233,53385,55393,58439,588,382,318,559,228,461,-1,341,1838,324,426,829,220,592,427,425,572,607,444,482,468,506,449,468
468,2937,BANKS David,KENDAL,V1 H,469,GB,36:49:09,16:14:12,2140,2939,4838,6537,8008,8928,,12935,14799,16045,17437,20387,21708,22721,24959,27109,32466,37312,40246,45465,48105,53355,55398,58452,1853,938,293,326,1837,616,-1,504,324,442,215,331,392,396,404,382,351,444,453,433,577,436,483,469
469,3192,BOHNET Christophe,,V1 H,470,CH,36:49:11,16:14:14,2059,3025,5623,7527,9439,10780,,15309,17854,19457,21356,26073,28086,29178,31771,34006,37646,40988,42691,45428,47720,52282,54331,58454,66,828,232,555,2052,207,-1,456,1769,317,1769,333,292,283,353,381,414,504,404,472,517,502,458,470
470,2734,BAGUENIER DESORMEAUX Arnaud,,V1 H,471,FR,36:49:22,16:14:25,1906,2732,5348,7006,8787,10003,,15174,17758,18723,20223,24634,,26913,28876,31176,34644,39790,41890,45995,48115,54098,55645,58465,830,849,1765,186,828,209,-1,343,318,1765,1771,361,-1,473,450,356,551,445,434,441,424,464,467,471
471,3566,GENOIS Alexandre,COUREUR NORDIQUE,SE H,472,CA,36:50:13,16:15:16,2011,2802,4465,5575,6537,7399,,11730,12770,13800,15380,19008,20574,23781,24952,27343,34019,42468,44383,48360,50202,54895,56276,58516,938,253,2017,557,423,208,-1,282,652,318,317,562,318,430,448,212,440,457,479,438,439,471,466,472
472,4526,ARRIGHI Gabriele,,V1 H,473,IT,36:51:55,16:16:58,2098,2969,5524,7651,9303,10517,,14532,16474,17217,18700,23368,24981,25885,28330,30758,35463,40991,44035,46946,49653,53556,55628,58618,1599,285,618,800,800,184,-1,432,240,301,307,1766,459,435,447,391,411,495,491,493,457,454,498,473
473,938,LINDE Dace,,SE F,474,LV,36:52:26,16:17:29,2944,4085,6355,8531,10780,12280,,17228,19252,20580,21637,26596,28895,30620,33682,35486,39901,43955,46705,49964,52862,55768,57240,58649,420,484,1780,827,1764,1691,-1,800,1842,822,240,220,360,280,394,435,582,402,513,467,442,453,440,474
474,2667,TAYLOR Roger,STONE MASTER MARATHONERS,SE H,475,IE,36:52:55,16:17:58,2390,3140,4813,6343,7513,8482,,11842,13539,14752,16555,19851,22087,23522,25700,28546,33256,36371,39437,43357,47821,52697,55232,58678,342,87,143,322,342,1912,-1,709,2053,650,292,396,526,422,391,1766,399,359,403,580,406,449,486,475
475,3498,ROMAN Eric,TEAM ENDURANCE 06,V1 H,476,FR,36:53:12,16:18:15,2021,2949,4738,6261,7631,8531,,13132,15492,17058,18713,23277,26019,27421,30869,33425,38485,41985,44711,48646,50664,54623,56320,58695,252,419,149,747,2043,1769,-1,1732,207,298,829,539,933,305,411,592,490,572,441,490,418,452,538,476
476,3511,CAZE Pierre-André,,V1 H,477,FR,36:54:12,16:19:15,2430,3505,6252,8090,9909,11243,,16544,18584,20091,21484,24998,27668,29236,31342,34675,38930,43961,46671,49740,52189,55547,56929,58755,1851,2357,97,429,615,426,-1,203,309,404,652,247,247,447,829,403,345,483,397,485,473,459,459,477
477,3958,MICHELS Erik,KNDRVRGD,V1 H,478,BE,36:54:44,16:19:47,2239,3121,5705,7558,9520,10428,,15659,17573,18711,20791,25262,27068,28475,31344,33596,37700,42348,45255,48955,51453,55006,56683,58787,1147,307,829,222,1866,310,-1,617,169,311,311,514,420,448,369,514,346,366,410,456,494,479,517,478
478,4205,ZAVORAL Ales,,SE H,479,CZ,36:54:56,16:19:59,2986,4336,7873,9863,11900,13363,,17519,19327,20127,21432,25006,27010,27898,30604,33257,37494,42068,44950,47481,50188,54115,56374,58799,105,220,279,487,200,483,-1,828,476,196,532,1154,604,1916,1849,444,405,468,579,394,463,486,451,479
479,2621,MORTAIN Yannick,,SE H,480,FR,36:55:08,16:20:11,2854,4220,7425,9606,11917,13296,,18357,20597,21858,22943,27045,28951,30503,33050,35498,40193,45307,47680,49736,51708,55257,56768,58811,564,231,1691,258,341,424,-1,2178,311,320,357,1737,503,330,434,362,446,582,578,434,467,458,487,480
480,2687,GAST Nicolas,AS MERIEUX,SE H,481,FR,36:56:48,16:21:51,1871,2820,4358,5343,6359,7534,,11902,12976,13890,15294,18732,20191,21140,22946,26689,32797,36948,41047,45935,48305,53959,56996,58911,2359,410,1847,727,950,2044,-1,306,215,215,539,431,329,488,562,389,444,410,464,423,486,487,490,481
481,2752,DRUTEL Damien,,V1 H,482,FR,36:57:02,16:22:05,980,1623,3120,4790,5529,6332,,9977,11198,12073,13538,17139,19137,19885,20633,23753,28566,34172,38066,40893,45022,50239,53300,58925,1115,376,208,316,801,801,-1,2049,298,348,318,393,788,437,332,375,360,409,568,494,376,505,444,482
482,2515,INDA Philippe,TRAILEURS DU MARENSIN,V1 H,483,FR,36:57:23,16:22:26,1140,1717,4743,6586,8208,9274,,14409,16361,17492,18827,23824,25761,27338,29710,31708,37425,40850,43126,46884,48866,53913,55703,58946,742,454,545,1776,265,292,-1,1242,301,343,1154,357,418,829,547,264,401,401,463,417,491,466,462,483
483,3682,PEUCHOT Bernard,,V2 H,484,FR,36:58:19,16:23:22,2575,3800,6416,8464,10326,11596,,16597,18449,19752,21043,24558,26764,28118,30613,33096,38460,42025,45521,49019,51620,55305,57041,59002,1866,302,282,1842,1778,265,-1,317,357,1152,533,804,415,603,502,582,447,414,603,478,459,490,472,484
484,4120,FORERO TORRES Alexandra,,V1 F,485,CO,36:58:25,16:23:28,1721,2678,5849,7616,9011,10020,,14396,16983,18362,20652,25551,28184,29748,31621,34280,39162,43696,47060,50184,51874,55166,56732,59008,154,287,1845,276,292,377,-1,287,417,616,404,306,428,363,603,369,502,470,357,462,440,440,476,485
485,3071,LEGAY Yannick,,V1 H,486,FR,36:58:32,16:23:35,1846,2668,5233,7057,8757,9920,,15037,17005,18559,20309,24787,26365,27760,29918,32530,37055,41375,43958,47239,49789,54117,55941,59015,508,456,203,283,748,951,-1,285,491,1767,422,801,578,411,1843,471,438,473,406,500,501,540,479,486
486,603,WAGNER Johan,LADONIA FELLRUNNERS,V1 H,487,SE,36:58:53,16:23:56,2432,3510,6117,8159,9812,10844,,14746,16335,17442,18491,21279,22943,24117,26501,28662,34129,39080,41926,45539,48290,54125,56149,59036,171,268,246,1766,284,284,-1,328,1154,791,380,427,1135,293,471,572,539,517,405,499,500,476,504,487
487,3371,LETTERLE Kenneth,,SE H,488,US,36:58:56,16:23:59,2973,4075,7049,8598,10450,11514,,15982,18270,19312,20560,24328,25523,26013,27739,29870,34608,38354,40690,44191,46904,52715,55259,59039,471,554,334,605,516,343,-1,1765,196,309,343,292,260,636,617,349,403,583,402,525,569,461,460,488
488,3902,MAKINO Takafumi,JNJ CORDIS JPN,V1 H,489,JP,36:59:18,16:24:21,2730,3759,5531,6762,8180,8932,,11916,13098,13918,15080,17718,19945,21012,22816,24751,28997,35376,39333,48233,50327,55305,56780,59061,195,2181,356,2050,197,577,-1,240,204,490,334,592,1744,332,356,350,448,408,527,466,436,494,491,489
489,3531,TASSIAUX Vincent,CHARLEVILLE MEZIERES ATHLETISME,V1 H,490,FR,36:59:31,16:24:34,3101,4614,8033,10155,12054,13332,,17164,19208,20332,21648,25173,26737,27989,29744,31845,35767,39956,42791,46416,48829,54138,56163,59074,230,190,261,1835,316,1851,-1,615,198,422,225,1843,1821,1842,951,562,531,494,391,414,495,472,461,490
490,2661,BOMBENGER Christian,D'RANNER Andolsheim,V2 H,491,FR,37:00:43,16:25:46,1633,2468,5279,6984,8409,9400,,13886,15668,16860,18516,21867,23934,25188,27530,30277,35280,39883,42708,47235,49858,54938,56411,59146,2281,99,749,264,544,242,-1,1153,492,357,361,371,622,306,950,545,374,530,526,415,582,451,501,491
491,4593,SOTORRA VILA Orsini,GEMI,SE H,492,ES,37:00:50,16:25:53,1851,2660,5057,6518,7858,8747,,13143,15711,17417,18896,24423,26130,27343,30214,32486,36591,42416,44890,48681,51268,55776,57456,59153,271,2361,417,1689,651,334,-1,1838,334,517,309,1848,548,394,514,532,530,531,482,534,729,526,500,492
492,2779,RABINOVICH Ilia,MYWAY,SE H,493,IL,37:03:24,16:28:27,2198,3329,5518,7054,9245,10208,,14730,16350,17273,18443,21460,22990,24128,26341,28709,33439,37246,39202,43365,45795,51054,53308,59307,1869,182,872,1762,490,417,-1,442,361,334,2041,1780,423,265,578,445,304,562,440,529,415,500,502,493
493,3281,EIJKELBOOM Jacomina,HELLAS,V1 F,494,NL,37:04:07,16:29:10,3060,4364,7533,9476,11583,12999,,17676,19322,20693,22036,24863,27103,28846,30797,32776,37383,41268,44048,47158,49696,54808,56694,59350,2181,153,363,1438,1850,749,-1,207,519,531,2042,424,440,384,1737,605,1765,486,500,530,416,501,497,494
494,2777,HETMANSKI Adam,ENA-RUNNING-TEAM / MARATHON MULHEIM,V1 H,495,DE,37:06:50,16:31:53,3015,4439,7822,9767,11975,12987,,17152,19150,20310,21551,25255,27329,28719,30975,33261,36458,40687,43262,47398,50105,55286,57133,59513,455,1766,265,2242,576,1852,-1,1183,533,198,519,566,283,378,284,440,445,407,469,405,454,460,478,495
495,2825,FERNANDEZ FERNANDEZ Gonzalo,GANERANTZ M.T.,V3 H,496,ES,37:07:00,16:32:03,3172,4946,8151,10514,12796,14242,,18695,20416,21728,22697,25424,,28859,30693,33246,37568,42225,45138,48270,50956,55014,56688,59523,288,248,532,2041,184,491,-1,309,320,335,493,398,-1,369,628,450,370,361,490,443,479,491,496,496
496,859,BOGDAL Zaneta,,SE F,497,PL,37:07:25,16:32:28,2621,3542,6093,8070,9565,10539,,15392,17660,19089,20969,25811,27706,29345,32480,34661,39347,42588,45091,48514,50775,54959,56672,59548,181,163,1690,323,1779,269,-1,324,422,300,487,1769,306,547,545,404,431,460,614,503,526,497,494,497
497,3838,DRIVET Raphael,,SE H,498,FR,37:07:27,16:32:30,1826,2601,5251,6634,7904,8597,,12970,14509,15569,16950,20221,21843,22888,25822,29635,32921,36782,37665,43105,46234,53275,55810,59550,758,470,555,658,404,74,-1,298,616,475,198,434,424,434,431,1849,421,584,408,561,472,444,465,498
498,2856,MEGIDO CASTELLANO Alberto,,V1 H,499,ES,37:07:41,16:32:44,2338,3462,6496,8359,10205,11490,,16782,19616,20888,22271,28078,30158,31497,34405,36234,40431,44423,46576,49502,51311,55956,57486,59564,318,2182,426,432,1134,628,-1,416,793,424,1766,578,305,1765,349,354,495,395,456,459,461,504,485,499
499,461,SCHRODER Morten,MORFO.DK,V1 H,500,DK,37:07:46,16:32:49,2007,2982,5164,7943,9338,10421,,15429,17761,18941,20563,24529,26206,27725,29942,32978,37425,41905,44457,47679,49955,54925,56439,59569,1928,201,1912,342,432,517,-1,335,2048,380,491,332,439,431,444,578,527,453,547,458,489,478,480,500
500,3177,GREGAARD Frederik,www.facebook.com/fredstrails,SE H,500,DK,37:07:46,16:32:49,2134,2893,5856,7660,9335,10241,,14043,16053,17157,19090,26279,27432,28492,31262,33166,37082,41903,44367,47675,49951,54930,56430,59569,2047,135,209,503,1869,2052,-1,311,628,614,616,1048,293,424,530,417,583,467,497,538,460,496,508,501
501,2663,KANISCH Holger,,V1 H,502,DE,37:07:49,16:32:52,2297,3431,6178,8281,10189,11489,,16788,18834,20128,21485,24365,25764,26780,28854,32064,36034,39028,41037,44424,47194,54091,56444,59572,2183,2355,1838,423,376,652,-1,532,1243,530,300,260,785,514,689,352,358,412,468,452,464,462,489,502
502,4663,ZVIDRINS Martins,BALTAIS KALNS,ES H,503,LV,37:08:04,16:33:07,2990,4430,7540,9750,12184,13771,,19361,21293,22883,24501,27909,29941,31329,33684,36306,40569,44356,45866,49499,51296,55291,57136,59587,614,455,492,798,384,509,-1,318,348,361,206,437,331,562,350,636,605,600,462,488,444,569,477,503
503,3367,PACKER Ignacio,,V2 H,504,GB,37:08:45,16:33:48,2395,3515,6292,8232,10496,12013,,17089,18810,20108,21723,25544,26985,28271,30553,33056,37050,40598,43980,48067,50440,55004,56384,59628,456,276,2207,543,242,433,-1,560,366,1241,1184,457,463,1779,409,361,450,416,496,550,504,562,540,504
504,3091,BRUYNEEL Alain,WORLD RUNNERS BELGIUM,V2 H,505,BE,37:12:12,16:37:15,2403,3347,5403,6920,8568,9706,,13382,14901,16048,17369,20470,22867,24027,25658,28090,32942,36374,40302,43738,47211,54128,57174,59835,2224,2370,1710,404,269,545,-1,622,292,500,1243,430,430,445,457,1851,492,415,414,460,466,485,481,505
505,4503,OHISHI Yumiko,TEAM  SPORCIVA,V1 F,505,JP,37:12:12,16:37:15,2477,3581,5711,7418,9327,10081,,13843,15162,,16798,19822,21533,22755,24886,26955,31832,35373,38200,43284,47220,54079,57182,59835,828,404,424,341,412,385,-1,505,2054,-1,824,293,1747,356,531,281,562,1710,531,439,453,480,484,506
506,4262,ROUX Jean Marc,MONTAG'HARD,V2 H,507,FR,37:12:43,16:37:46,1375,2041,4340,7873,9717,10583,,17405,21640,22729,23538,27750,30512,32326,35553,37490,42254,47955,49574,51653,53561,57021,58156,59866,424,384,277,199,207,1780,-1,490,300,292,473,369,417,1736,382,530,404,804,449,386,551,565,526,507
507,3783,MARCAIS Laurent,RC NANTAIS,V1 H,508,FR,37:13:16,16:38:19,1903,2819,5708,8267,10517,12639,,18181,20325,21813,23640,27874,29808,31069,33389,35625,39402,43505,46187,49359,51591,55310,56770,59899,1837,1928,314,411,556,413,-1,292,501,225,220,476,427,531,381,531,424,501,596,495,476,465,495,508
508,2910,MARTIN-ROMO CULEBRAS Mario,TIERRA TRAGAME,SE H,509,ES,37:13:44,16:38:47,2468,3505,5586,7184,8657,9458,,12974,14781,15761,17097,20391,21890,23191,25438,27836,32565,35992,38303,43197,46863,52223,54772,59927,194,116,785,355,363,177,-1,265,1184,537,476,378,367,530,362,434,460,500,522,546,539,495,503,509
509,3701,GINES HERRAIZ Vicente Jesus,TIERRA TRAGAME,V2 H,510,ES,37:14:48,16:39:51,2018,2936,6117,8254,9979,11060,,16298,18565,19921,21390,26118,29197,31032,33407,35740,40444,44678,47289,51252,53174,56500,57976,59991,1617,830,317,1853,355,412,-1,2060,265,472,424,305,404,403,424,551,514,418,459,453,878,749,505,510
510,4750,MENENDEZ RIESCO Raúl,TIERRA TRAGAME,SE H,510,ES,37:14:48,16:39:51,2017,2930,6113,8249,9977,11058,,16293,18562,19873,21386,26124,29184,31034,33403,35740,40397,44617,47289,51255,53177,56498,57969,59991,707,1869,331,291,799,364,-1,169,618,492,329,473,1758,1848,389,429,359,424,472,471,497,503,506,511
511,3469,ROSSIER Francois,,V2 H,512,CH,37:15:18,16:40:21,2631,3672,6670,8486,10508,11680,,16462,19008,20075,21501,25447,27320,28709,31351,33379,37960,43216,45859,49461,51892,56590,58405,60021,303,542,2192,614,209,414,-1,627,532,1762,332,464,397,502,445,405,434,466,460,463,583,484,474,512
512,3167,GERSDORFF Frederic,,SE H,513,BE,37:16:19,16:41:22,2219,3435,6423,8010,9515,10889,,15701,17644,19064,20803,25021,26884,28520,30880,33781,38307,43650,46600,49904,52700,55766,57474,60082,1576,2056,255,1485,504,2053,-1,2044,380,560,562,461,1715,450,572,603,617,558,580,465,562,489,492,513
513,2524,SPECK Adam,,SE H,514,GB,37:16:56,16:41:59,2275,3195,6244,7908,9433,10716,,15715,17427,18623,19973,22628,24384,26683,28907,30985,36686,43886,46577,49647,52169,56100,57734,60119,2206,989,192,376,1855,311,-1,651,424,2049,906,403,398,404,615,583,689,463,543,435,496,508,513,514
514,3069,MARTINEZ BELTRAN Francisco Jose,CLUB ESPORTIU OUTDOOR NATURA MONCADA,V1 H,515,ES,37:17:59,16:43:02,2404,3447,6631,8565,10785,12422,,18448,20824,22269,23687,28027,29791,31219,33852,36436,40153,44092,46608,50001,52161,56007,57746,60182,839,233,1116,489,309,432,-1,2040,572,570,447,404,1827,453,1766,446,467,547,411,496,555,477,499,515
